LREF	INVOICEREF	TYPE	IOCODE	CROSSREF_MAIN_LREF	PAYTYPE	TRANSTYPE	LINETYPE	INST_NR	DATE_	PAYABLETOTAL	PAID	CANCELED	CANCELLATIONPAYMENT	CLIENTREF	ABYS_ID	ABYS_ACCOUNT_ID	ABYS_AGREEMENT_ID	ABYS_MAIN_LREF	ABYS_ACTION_TYPE_ID	OV_KIND	REF_DEPOSIT_ACCOUNT_ID	REF_DEPOSIT_ACCOUNT_ACTION_ID	CASH_ID	RECEIPT_NUMBER	ALLOC_RN	PAY_FULL_AMT	ALLOC_SRC
59431866	59431866	101	1	27104106	174	113	103	0	2014-07-24 00:00:00	20	0	0	0	251522	59431866	20129070	197168	27104106	32	PAY	\N	\N	519	9947222	1	20	INCOME
59515598	59515598	101	1	32468365	174	113	103	0	2016-03-14 00:00:00	7075	0	0	0	48214	59515598	25489930	2221	32468365	32	PAY	\N	\N	544	803792907	1	7075	INCOME
59538354	59538354	101	1	19701495	32	113	103	2	2011-12-30 00:00:00	90	0	0	0	306082	59538354	12732482	276503	19701495	4	PAY	\N	\N	28	35824	1	90	INCOME
59538355	59538355	101	1	19701495	32	113	103	3	2012-04-05 00:00:00	9.23	0	0	0	306082	59538355	12732482	276503	19701495	4	PAY	\N	\N	22	74613	1	5.81	INCOME
59538356	59538356	101	1	19733171	32	113	103	3	2012-04-05 00:00:00	84.19	0	0	0	306082	59538356	12764076	276503	19733171	4	PAY	\N	\N	22	74613	1	84.19	INCOME
60940043	60940043	101	1	19115898	10	113	103	0	2011-10-11 13:57:26	9.9	0	0	0	251522	60940043	12147565	197168	19115898	6	MAHSUP	27095065	\N	1	893887	1	9.9	INCOME
60940054	60940054	101	1	19444984	10	113	103	0	2011-11-14 10:48:40	5.1	0	0	0	251522	60940054	12476283	197168	19444984	6	MAHSUP	27095065	\N	1	893898	1	5.1	INCOME
60940061	60940061	101	1	19444984	10	113	103	0	2011-11-14 10:48:40	15	0	0	0	251522	60940061	12476283	197168	19444984	6	MAHSUP	11881154	\N	1	893900	1	15	INCOME
62417583	62417583	101	1	19733171	10	113	103	0	2013-01-16 00:00:00	202.77	0	0	0	306082	62417583	12764076	276503	19733171	6	MAHSUP	13841039	\N	1	1133378	1	202.77	INCOME
62417585	62417585	101	1	20133086	10	113	103	0	2013-01-16 00:00:00	385.44	0	0	0	306082	62417585	13163561	276503	20133086	6	MAHSUP	13841039	\N	1	1133380	1	385.44	INCOME
62417587	62417587	101	1	20257454	10	113	103	0	2013-01-16 00:00:00	246.28	0	0	0	306082	62417587	13287732	276503	20257454	6	MAHSUP	13841039	\N	1	1133382	1	246.28	INCOME
62417589	62417589	101	1	20360857	10	113	103	0	2013-01-16 00:00:00	160.86	0	0	0	306082	62417589	13391048	276503	20360857	6	MAHSUP	13841039	\N	1	1133384	1	160.86	INCOME
62417591	62417591	101	1	20622609	10	113	103	0	2013-01-16 00:00:00	98.05	0	0	0	306082	62417591	13652578	276503	20622609	6	MAHSUP	13841039	\N	1	1133386	1	98.05	INCOME
63078818	63078818	101	1	33756749	174	113	103	0	2016-07-29 10:35:20	15	0	0	0	251522	63078818	26777704	197168	33756749	32	PAY	\N	\N	540	1848	1	15	INCOME
63947415	63947415	101	1	63947404	10	113	103	0	2016-08-15 15:53:13	13.51	0	0	0	251522	63947415	27888715	197168	63947404	6	MAHSUP	15640062	63947414	1	264225	1	13.51	INCOME
63947417	63947417	101	1	63947404	10	113	103	0	2016-08-15 15:53:13	0.43	0	0	0	251522	63947417	27888715	197168	63947404	6	MAHSUP	27095066	63947416	1	264226	1	0.43	INCOME
63947419	63947419	101	1	63947404	10	113	103	0	2016-08-15 15:53:13	18.09	0	0	0	251522	63947419	27888715	197168	63947404	6	MAHSUP	27095064	63947418	1	264247	1	14.57	INCOME
63984625	63984625	101	1	63984619	10	113	103	0	2016-08-16 12:15:47	6.54	0	0	0	6879	63984625	27898820	5727	63984619	6	MAHSUP	15547741	63984624	1	271925	1	6.54	INCOME
64197388	64197388	101	1	63984619	174	113	103	0	2016-08-19 14:46:58	9.76	0	0	0	6879	64197388	27898820	5727	63984619	32	PAY	\N	\N	530	218394	1	8.46	INCOME
65190622	65190622	101	1	63947404	174	113	103	0	2016-10-07 09:00:49	6.49	0	0	0	251522	65190622	27888715	197168	63947404	32	PAY	\N	\N	540	581677	1	6.49	INCOME
65190624	65190624	101	1	64818280	174	113	103	0	2016-10-07 09:00:52	15	0	0	0	251522	65190624	28266770	197168	64818280	32	PAY	\N	\N	540	581679	1	15	INCOME
65394386	65394386	101	1	64850019	174	113	103	0	2016-10-14 10:15:28	5	0	0	0	6879	65394386	28281999	5727	64850019	32	PAY	\N	\N	530	655362	1	5	INCOME
65668992	65668992	101	1	33700348	174	113	103	0	2016-10-26 16:18:44	105	0	0	0	48214	65668992	26721339	2221	33700348	32	PAY	\N	\N	519	806790	1	105	INCOME
66047850	66047850	101	1	66047848	10	113	103	0	2016-11-14 14:18:44	248.34	0	0	0	48214	66047850	28904085	2221	66047848	6	MAHSUP	15406507	66047849	1	410703	1	248.34	INCOME
66172289	66172289	101	1	65467491	174	113	103	0	2016-11-17 10:16:18	10	0	0	0	6879	66172289	28612961	5727	65467491	32	PAY	\N	\N	530	982543	1	10	INCOME
66172314	66172314	101	1	66138633	174	113	103	0	2016-11-17 10:16:34	107	0	0	0	6879	66172314	28954125	5727	66138633	32	PAY	\N	\N	530	982561	1	107	INCOME
66302673	66302673	101	1	66047848	174	113	103	0	2016-11-23 12:11:24	2036.66	0	0	0	48214	66302673	28904085	2221	66047848	32	PAY	\N	\N	538	1066053	1	2036.66	INCOME
66713075	66713075	101	1	65444724	174	113	103	0	2016-12-14 10:15:23	10	0	0	0	251522	66713075	28602880	197168	65444724	32	PAY	\N	\N	540	1228396	1	10	INCOME
66997759	66997759	101	1	876268	174	113	103	0	2016-12-28 11:48:16	77.88	0	0	0	6879	66997759	1075043	5727	876268	32	PAY	\N	\N	544	1398389	1	77.88	INCOME
66997760	66997760	101	1	66812877	174	113	103	0	2016-12-28 11:48:21	197	0	0	0	6879	66997760	29297436	5727	66812877	32	PAY	\N	\N	544	1398390	1	197	INCOME
67587969	67587969	101	1	67283928	174	113	103	0	2017-01-25 11:45:28	214.17	0	0	0	6879	67587969	29530514	5727	67283928	32	PAY	\N	\N	544	1650883	1	214.17	INCOME
67832779	67832779	101	1	66710690	174	113	103	0	2017-02-09 16:14:50	7227	0	0	0	48214	67832779	29242627	2221	66710690	32	PAY	\N	\N	519	1743126	1	7227	INCOME
67902965	67902965	101	1	67902943	33	113	103	0	2017-02-13 11:45:34	60	0	0	0	1026884	67902965	29852841	556305	67902943	5	PAY	\N	\N	51	210	1	60	INCOME
68177803	68177803	101	1	67384158	174	113	103	0	2017-02-22 14:43:20	10794	0	0	0	48214	68177803	29590874	2221	67384158	32	PAY	\N	\N	538	1906185	1	10794	INCOME
68251430	68251430	101	1	67976736	174	113	103	0	2017-03-01 00:23:44	275	0	0	0	6879	68251430	29891924	5727	67976736	32	PAY	\N	\N	530	1966496	1	275	INCOME
68364343	68364343	101	1	66128022	174	113	103	0	2017-03-06 12:05:30	225	0	0	0	251522	68364343	28946703	197168	66128022	32	PAY	\N	\N	540	1990936	1	225	INCOME
68698921	68698921	101	1	67421689	174	113	103	0	2017-03-16 14:01:07	615	0	0	0	251522	68698921	29608494	197168	67421689	32	PAY	\N	\N	540	2120416	1	615	INCOME
68698922	68698922	101	1	66772613	174	113	103	0	2017-03-16 14:01:08	389	0	0	0	251522	68698922	29277372	197168	66772613	32	PAY	\N	\N	540	2120417	1	389	INCOME
68876372	68876372	101	1	68719168	174	113	103	0	2017-03-26 13:19:23	7	0	0	0	1026884	68876372	30293083	556305	68719168	32	PAY	\N	\N	535	2239797	1	7	INCOME
68894355	68894355	101	1	67993065	174	113	103	0	2017-03-29 08:55:18	466	0	0	0	251522	68894355	29900002	197168	67993065	32	PAY	\N	\N	540	2253575	1	466	INCOME
68908636	68908636	101	1	68716415	174	113	103	0	2017-04-01 00:19:50	246	0	0	0	6879	68908636	30291055	5727	68716415	32	PAY	\N	\N	530	2262616	1	246	INCOME
69196767	69196767	101	1	68180301	174	113	103	0	2017-04-12 14:53:39	369	0	0	0	48214	69196767	29988639	2221	68180301	32	PAY	\N	\N	525	2348090	1	369	INCOME
69504729	69504729	101	1	69345062	174	113	103	0	2017-04-24 16:14:35	63	0	0	0	1026884	69504729	30618678	556305	69345062	32	PAY	\N	\N	535	2502973	1	63	INCOME
69523178	69523178	101	1	67954147	174	113	103	0	2017-04-25 14:31:17	8999	0	0	0	48214	69523178	29879435	2221	67954147	32	PAY	\N	\N	538	2518909	1	8999	INCOME
69704255	69704255	101	1	68668694	174	113	103	0	2017-05-08 10:23:59	358	0	0	0	251522	69704255	30263078	197168	68668694	32	PAY	\N	\N	528	2578332	1	358	INCOME
69725444	69725444	101	1	69297657	174	113	103	0	2017-05-08 16:57:39	374	0	0	0	251522	69725444	30592502	197168	69297657	32	PAY	\N	\N	528	2585084	1	374	INCOME
70202099	70202099	101	1	68156323	174	113	103	0	2017-05-29 10:19:38	2150	0	0	0	48214	70202099	29987070	2221	68156323	32	PAY	\N	\N	539	2825512	1	2150	INCOME
70213193	70213193	101	1	69920480	174	113	103	0	2017-05-30 11:40:37	1630	0	0	0	48214	70213193	30907478	2221	69920480	32	PAY	\N	\N	539	2833074	1	1630	INCOME
70218981	70218981	101	1	70137062	174	113	103	0	2017-05-30 18:45:47	36	0	0	0	48214	70218981	31001022	2221	70137062	16	PAY	\N	\N	539	2836893	1	36	INCOME
70232754	70232754	101	1	69351575	174	113	103	0	2017-06-01 10:58:08	137	0	0	0	6879	70232754	30622827	5727	69351575	32	PAY	\N	\N	530	2843652	1	137	INCOME
70458564	70458564	101	1	68618148	174	113	103	0	2017-06-09 15:50:37	3523	0	0	0	48214	70458564	30235198	2221	68618148	32	PAY	\N	\N	519	2901849	1	3523	INCOME
70472680	70472680	101	1	70029379	174	113	103	0	2017-06-09 19:10:20	41	0	0	0	1026884	70472680	30967578	556305	70029379	32	PAY	\N	\N	535	2905081	1	41	INCOME
70854592	70854592	101	1	70602777	174	113	103	0	2017-06-28 19:26:54	264	0	0	0	48214	70854592	31260728	2221	70602777	16	PAY	\N	\N	539	3106386	1	264	INCOME
71086596	71086596	101	1	70689015	174	113	103	0	2017-07-10 13:00:45	34	0	0	0	1026884	71086596	31311027	556305	70689015	32	PAY	\N	\N	535	3172338	1	34	INCOME
71112314	71112314	101	1	69972395	174	113	103	0	2017-07-11 09:21:02	76	0	0	0	251522	71112314	30933339	197168	69972395	32	PAY	\N	\N	528	3180025	1	76	INCOME
71138208	71138208	101	1	70642390	174	113	103	0	2017-07-11 17:21:49	17	0	0	0	251522	71138208	31282503	197168	70642390	32	PAY	\N	\N	528	3189069	1	17	INCOME
71303888	71303888	101	1	70879854	174	113	103	0	2017-07-17 21:26:07	426	0	0	0	48214	71303888	31357702	2221	70879854	16	PAY	\N	\N	539	3261414	1	426	INCOME
71413160	71413160	101	1	69265348	174	113	103	0	2017-07-21 14:07:17	5648	0	0	0	48214	71413160	30570918	2221	69265348	32	PAY	\N	\N	525	3317628	1	5648	INCOME
71460457	71460457	101	1	71230971	174	113	103	0	2017-07-24 20:49:16	3	0	0	0	48214	71460457	31602276	2221	71230971	16	PAY	\N	\N	539	3354142	1	3	INCOME
71491942	71491942	101	1	71339415	174	113	103	0	2017-07-27 14:32:25	23	0	0	0	1026884	71491942	31650646	556305	71339415	32	PAY	\N	\N	519	3378780	1	23	INCOME
71530361	71530361	101	1	71419160	174	113	103	0	2017-07-31 21:07:13	279	0	0	0	48214	71530361	31683487	2221	71419160	16	PAY	\N	\N	539	3408967	1	279	INCOME
71891283	71891283	101	1	71283487	174	113	103	0	2017-08-14 17:21:15	19	0	0	0	251522	71891283	31624925	197168	71283487	32	PAY	\N	\N	528	3504600	1	19	INCOME
71891284	71891284	101	1	71728612	174	113	103	0	2017-08-14 17:21:16	10	0	0	0	251522	71891284	31841790	197168	71728612	32	PAY	\N	\N	528	3504601	1	10	INCOME
71906477	71906477	101	1	70010981	174	113	103	0	2017-08-15 09:06:38	46	0	0	0	6879	71906477	30955042	5727	70010981	32	PAY	\N	\N	530	3514630	1	46	INCOME
72024505	72024505	101	1	70671335	174	113	103	0	2017-08-18 10:33:46	30	0	0	0	6879	72024505	31299335	5727	70671335	32	PAY	\N	\N	530	3562494	1	30	INCOME
72293011	72293011	101	1	71975466	174	113	103	0	2017-09-08 18:18:17	14	0	0	0	1026884	72293011	31989832	556305	71975466	32	PAY	\N	\N	519	3715184	1	14	INCOME
72449843	72449843	101	1	72340926	174	113	103	0	2017-09-15 10:57:37	16	0	0	0	251522	72449843	32150824	197168	72340926	32	PAY	\N	\N	528	3753131	1	16	INCOME
73010401	73010401	101	1	72982761	174	113	103	0	2017-10-09 13:18:10	12	0	0	0	251522	73010401	32492231	197168	72982761	32	PAY	\N	\N	528	4005335	1	12	INCOME
73159853	73159853	101	1	72656434	10	113	103	0	2017-10-13 14:59:22	22	0	0	0	1026884	73159853	32342547	556305	72656434	6	MAHSUP	32602009	73159851	1	91836	1	22.13	INCOME
73159855	73159855	101	1	73159848	10	113	103	0	2017-10-13 14:59:22	11.7	0	0	0	1026884	73159855	32602007	556305	73159848	6	MAHSUP	32602009	73159854	1	91837	1	11.7	INCOME
73266505	73266505	101	1	71335421	174	113	103	0	2017-10-17 10:40:54	5	0	0	0	6879	73266505	31647692	5727	71335421	32	PAY	\N	\N	530	4104708	1	5	INCOME
73266528	73266528	101	1	72277443	174	113	103	0	2017-10-17 10:41:20	2	0	0	0	6879	73266528	32103076	5727	72277443	32	PAY	\N	\N	530	4104736	1	2	INCOME
73266538	73266538	101	1	72927245	174	113	103	0	2017-10-17 10:41:33	5	0	0	0	6879	73266538	32448656	5727	72927245	32	PAY	\N	\N	530	4104740	1	5	INCOME
73266587	73266587	101	1	71956280	174	113	103	0	2017-10-17 10:42:14	6	0	0	0	6879	73266587	31976195	5727	71956280	32	PAY	\N	\N	530	4104782	1	6	INCOME
73947855	73947855	101	1	73605829	174	113	103	0	2017-11-16 00:16:15	30	0	0	0	6879	73947855	32792220	5727	73605829	32	PAY	\N	\N	530	4401353	1	30	INCOME
74068647	74068647	101	1	73788319	174	113	103	0	2017-11-20 20:42:54	3117	0	0	0	48214	74068647	32918866	2221	73788319	16	PAY	\N	\N	539	4463586	1	3117	INCOME
74383321	74383321	101	1	73678924	174	113	103	0	2017-12-07 16:09:57	68	0	0	0	251522	74383321	32842274	197168	73678924	32	PAY	\N	\N	528	4625800	1	68	INCOME
74614707	74614707	101	1	74305423	174	113	103	0	2017-12-15 10:51:23	105	0	0	0	6879	74614707	33142832	5727	74305423	32	PAY	\N	\N	530	4707556	1	105	INCOME
74803385	74803385	101	1	74461548	174	113	103	0	2017-12-21 19:40:49	5062	0	0	0	48214	74803385	33251761	2221	74461548	16	PAY	\N	\N	539	4812878	1	5062	INCOME
74914998	74914998	101	1	74376057	174	113	103	0	2018-01-02 09:08:13	321	0	0	0	251522	74914998	33192648	197168	74376057	32	PAY	\N	\N	528	4906572	1	321	INCOME
75347134	75347134	101	1	74759654	174	113	103	0	2018-01-16 17:37:35	140	0	0	0	251522	75347134	33410853	197168	74759654	32	PAY	\N	\N	528	5037496	1	140	INCOME
75493067	75493067	101	1	75171084	174	113	103	0	2018-01-22 22:29:46	6776	0	0	0	48214	75493067	33617296	2221	75171084	16	PAY	\N	\N	539	5122157	1	6776	INCOME
75716492	75716492	101	1	75006369	174	113	103	0	2018-02-05 21:02:39	203	0	0	0	6879	75716492	33497945	5727	75006369	32	PAY	\N	\N	530	5236410	1	203	INCOME
75785753	75785753	101	1	75689499	174	113	103	0	2018-02-08 10:58:23	231	0	0	0	6879	75785753	33854306	5727	75689499	32	PAY	\N	\N	530	5258133	1	231	INCOME
76112940	76112940	101	1	75074556	174	113	103	0	2018-02-19 10:50:50	251	0	0	0	251522	76112940	33549530	197168	75074556	32	PAY	\N	\N	528	5378305	1	251	INCOME
76209613	76209613	101	1	75851322	174	113	103	0	2018-02-23 15:24:54	8416	0	0	0	48214	76209613	33967834	2221	75851322	32	PAY	\N	\N	539	5460054	1	8416	INCOME
76580003	76580003	101	1	76362153	174	113	103	0	2018-03-12 15:41:01	42	0	0	0	251522	76580003	34202557	197168	76362153	32	PAY	\N	\N	528	5598825	1	42	INCOME
76580552	76580552	101	1	75762577	174	113	103	0	2018-03-12 15:48:02	387	0	0	0	251522	76580552	33903886	197168	75762577	32	PAY	\N	\N	528	5598946	1	387	INCOME
76846446	76846446	101	1	76531483	174	113	103	0	2018-03-20 18:49:46	7506	0	0	0	48214	76846446	34319809	2221	76531483	16	PAY	\N	\N	539	5731137	1	7506	INCOME
76975576	76975576	101	1	76972166	174	113	103	0	2018-04-01 12:03:12	230.46	0	0	0	6879	76975576	34489141	5727	76972166	32	PAY	\N	\N	530	5838423	1	230.46	INCOME
77174142	77174142	101	1	76442207	174	113	103	0	2018-04-09 16:49:28	324	0	0	0	251522	77174142	34256108	197168	76442207	32	PAY	\N	\N	528	5881103	1	324	INCOME
77404703	77404703	101	1	77066527	174	113	103	0	2018-04-16 22:07:04	33	0	0	0	6879	77404703	34559454	5727	77066527	32	PAY	\N	\N	530	5967370	1	33	INCOME
77581160	77581160	101	1	77240165	174	113	103	0	2018-04-24 21:12:47	4513	0	0	0	48214	77581160	34684132	2221	77240165	16	PAY	\N	\N	539	6076729	1	4513	INCOME
77846086	77846086	101	1	77128033	174	113	103	0	2018-05-09 11:21:36	300	0	0	0	251522	77846086	34606842	197168	77128033	32	PAY	\N	\N	528	6185727	1	300	INCOME
78040055	78040055	101	1	77751151	174	113	103	0	2018-05-15 15:35:47	17	0	0	0	6879	78040055	34914628	5727	77751151	32	PAY	\N	\N	530	6256237	1	17	INCOME
78251611	78251611	101	1	77918821	174	113	103	0	2018-05-23 10:11:29	1033	0	0	0	48214	78251611	35030996	2221	77918821	32	PAY	\N	\N	525	6370378	1	1033	INCOME
78572795	78572795	101	1	77819638	174	113	103	0	2018-06-08 19:36:17	62	0	0	0	251522	78572795	34961443	197168	77819638	32	PAY	\N	\N	528	6505943	1	62	INCOME
79043403	79043403	101	1	78674834	174	113	103	0	2018-07-02 10:17:20	1	0	0	0	48214	79043403	35426439	2221	78674834	32	PAY	\N	\N	539	6747596	1	1	INCOME
79233327	79233327	101	1	78295649	174	113	103	0	2018-07-09 10:54:09	45	0	0	0	251522	79233327	35195505	197168	78295649	32	PAY	\N	\N	528	6795802	1	45	INCOME
79233418	79233418	101	1	78529430	174	113	103	0	2018-07-09 10:55:16	1	0	0	0	251522	79233418	35333953	197168	78529430	32	PAY	\N	\N	528	6795848	1	1	INCOME
79233634	79233634	101	1	79214745	174	113	103	0	2018-07-09 10:58:00	18	0	0	0	251522	79233634	35689053	197168	79214745	32	PAY	\N	\N	528	6795896	1	18	INCOME
80345564	80345564	101	1	80113818	174	113	103	0	2018-08-30 11:11:22	27	0	0	0	6879	80345564	36160940	5727	80113818	32	PAY	\N	\N	530	7287689	1	27	INCOME
80452127	80452127	101	1	80175949	174	113	103	0	2018-09-05 11:25:21	28	0	0	0	251522	80452127	36197639	197168	80175949	32	PAY	\N	\N	540	7329700	1	28	INCOME
80821440	80821440	101	1	80614935	174	113	103	0	2018-09-19 14:38:45	6	0	0	0	48214	80821440	36419025	2221	80614935	32	PAY	\N	\N	539	7478641	1	6	INCOME
81291564	81291564	101	1	80843586	174	113	103	0	2018-10-10 08:59:28	28	0	0	0	251522	81291564	36544909	197168	80843586	32	PAY	\N	\N	528	7688941	1	28	INCOME
82297638	82297638	101	1	82012151	174	113	103	0	2018-11-20 18:47:49	237	0	0	0	48214	82297638	37150330	2221	82012151	16	PAY	\N	\N	539	8133387	1	237	INCOME
82315593	82315593	101	1	80772656	174	113	103	0	2018-11-21 12:17:55	6	0	0	0	6879	82315593	36504961	5727	80772656	32	PAY	\N	\N	530	8140516	1	6	INCOME
82315600	82315600	101	1	81496688	174	113	103	0	2018-11-21 12:18:12	12	0	0	0	6879	82315600	36883165	5727	81496688	32	PAY	\N	\N	530	8140519	1	12	INCOME
83195752	83195752	101	1	82728746	174	113	103	0	2018-12-28 15:46:29	8258	0	0	0	48214	83195752	37529336	2221	82728746	32	PAY	\N	\N	519	8560759	1	8258	INCOME
83222183	83222183	101	1	82302492	174	113	103	0	2018-12-31 16:10:16	267	0	0	0	251522	83222183	37310759	197168	82302492	32	PAY	\N	\N	528	8581375	1	267	INCOME
83251924	83251924	101	1	82203936	174	113	103	0	2019-01-02 15:01:24	51	0	0	0	6879	83251924	37259190	5727	82203936	32	PAY	\N	\N	530	8598762	1	51	INCOME
83565076	83565076	101	1	82925194	174	113	103	0	2019-01-15 12:25:58	137	0	0	0	6879	83565076	37637116	5727	82925194	32	PAY	\N	\N	530	8715717	1	137	INCOME
83706920	83706920	101	1	81573650	174	113	103	0	2019-01-21 09:11:42	19	0	0	0	251522	83706920	36924659	197168	81573650	32	PAY	\N	\N	521	8773320	1	19	INCOME
83871486	83871486	101	1	83461135	174	113	103	0	2019-01-25 16:51:04	12154	0	0	0	48214	83871486	37925275	2221	83461135	32	PAY	\N	\N	539	8850567	1	12154	INCOME
83916921	83916921	101	1	83011563	174	113	103	0	2019-01-29 09:35:24	444	0	0	0	251522	83916921	37684273	197168	83011563	32	PAY	\N	\N	540	8886287	1	444	INCOME
84016554	84016554	101	1	83648501	174	113	103	0	2019-02-04 11:07:54	340	0	0	0	6879	84016554	38033497	5727	83648501	32	PAY	\N	\N	530	8936651	1	340	INCOME
84501678	84501678	101	1	84176269	174	113	103	0	2019-02-21 18:46:13	9046	0	0	0	48214	84501678	38305491	2221	84176269	16	PAY	\N	\N	539	9137186	1	9046	INCOME
84668343	84668343	101	1	83734437	174	113	103	0	2019-03-01 10:25:40	637	0	0	0	251522	84668343	38084923	197168	83734437	32	PAY	\N	\N	540	9231676	1	637	INCOME
85186058	85186058	101	1	84362916	174	113	103	0	2019-03-20 14:17:44	220	0	0	0	6879	85186058	38412434	5727	84362916	32	PAY	\N	\N	525	9447775	1	220	INCOME
85340296	85340296	101	1	84902077	174	113	103	0	2019-03-26 14:14:20	8528	0	0	0	48214	85340296	38681777	2221	84902077	32	PAY	\N	\N	539	9523436	1	8528	INCOME
85377132	85377132	101	1	84463715	174	113	103	0	2019-03-29 11:30:28	441	0	0	0	251522	85377132	38461205	197168	84463715	32	PAY	\N	\N	540	9553332	1	441	INCOME
85389267	85389267	101	1	85089463	174	113	103	0	2019-04-01 00:44:26	170	0	0	0	6879	85389267	38783721	5727	85089463	32	PAY	\N	\N	530	9563050	1	170	INCOME
86019903	86019903	101	1	85624309	174	113	103	0	2019-04-24 16:36:09	6438	0	0	0	48214	86019903	39054704	2221	85624309	32	PAY	\N	\N	539	9829947	1	6438	INCOME
86085879	86085879	101	1	85180210	174	113	103	0	2019-04-29 08:16:21	367	0	0	0	251522	86085879	38832990	197168	85180210	32	PAY	\N	\N	528	9870283	1	367	INCOME
86449983	86449983	101	1	85830938	174	113	103	0	2019-05-15 09:14:51	91	0	0	0	6879	86449983	39168778	5727	85830938	32	PAY	\N	\N	530	10028483	1	91	INCOME
86662953	86662953	101	1	86489417	174	113	103	0	2019-05-22 12:19:05	3135	0	0	0	48214	86662953	39508517	2221	86489417	32	PAY	\N	\N	525	10121692	1	3135	INCOME
86962963	86962963	101	1	85903313	174	113	103	0	2019-06-10 10:49:13	339	0	0	0	251522	86962963	39212501	197168	85903313	32	PAY	\N	\N	528	10286042	1	339	INCOME
87448136	87448136	101	1	87125336	174	113	103	0	2019-06-27 19:03:06	2	0	0	0	48214	87448136	39826767	2221	87125336	16	PAY	\N	\N	539	10472816	1	2	INCOME
87654291	87654291	101	1	86552200	174	113	103	0	2019-07-05 09:57:44	67	0	0	0	6879	87654291	39544325	5727	86552200	32	PAY	\N	\N	530	10561710	1	67	INCOME
87729503	87729503	101	1	86634880	174	113	103	0	2019-07-08 12:14:58	94	0	0	0	251522	87729503	39585099	197168	86634880	32	PAY	\N	\N	528	10593001	1	94	INCOME
88253765	88253765	101	1	87397614	174	113	103	0	2019-07-29 09:45:38	31	0	0	0	251522	88253765	39976954	197168	87397614	32	PAY	\N	\N	540	10835448	1	31	INCOME
88301139	88301139	101	1	87318728	174	113	103	0	2019-08-01 09:13:04	17	0	0	0	6879	88301139	39932002	5727	87318728	32	PAY	\N	\N	530	10873447	1	17	INCOME
88301232	88301232	101	1	88007183	174	113	103	0	2019-08-01 09:13:32	7	0	0	0	6879	88301232	40296627	5727	88007183	32	PAY	\N	\N	530	10873256	1	7	INCOME
88944085	88944085	101	1	88100361	174	113	103	0	2019-08-29 14:30:50	15	0	0	0	251522	88944085	40346650	197168	88100361	32	PAY	\N	\N	540	11135320	1	15	INCOME
89601577	89601577	101	1	88830962	174	113	103	0	2019-09-24 14:05:31	21	0	0	0	251522	89601577	40724823	197168	88830962	32	PAY	\N	\N	540	11420323	1	21	INCOME
90090246	90090246	101	1	88731259	174	113	103	0	2019-10-15 13:59:55	7	0	0	0	6879	90090246	40659008	5727	88731259	32	PAY	\N	\N	530	11646800	1	7	INCOME
90090260	90090260	101	1	89447182	174	113	103	0	2019-10-15 14:00:26	3	0	0	0	6879	90090260	41045906	5727	89447182	32	PAY	\N	\N	530	11646807	1	3	INCOME
90436166	90436166	101	1	90161952	174	113	103	0	2019-11-01 08:40:35	16	0	0	0	6879	90436166	41411779	5727	90161952	32	PAY	\N	\N	530	11837160	1	16	INCOME
90437696	90437696	101	1	89525789	174	113	103	0	2019-11-01 09:20:38	24	0	0	0	251522	90437696	41098192	197168	89525789	32	PAY	\N	\N	540	11837467	1	24	INCOME
90997964	90997964	101	1	90683821	174	113	103	0	2019-11-22 18:47:20	183	0	0	0	48214	90997964	41658990	2221	90683821	16	PAY	\N	\N	539	12067065	1	183	INCOME
91123211	91123211	101	1	90222938	174	113	103	0	2019-11-29 17:05:25	23	0	0	0	251522	91123211	41444506	197168	90222938	32	PAY	\N	\N	540	12150080	1	23	INCOME
91130052	91130052	101	1	90874659	174	113	103	0	2019-12-01 14:21:14	19	0	0	0	6879	91130052	41758760	5727	90874659	32	PAY	\N	\N	530	12156864	1	19	INCOME
91714749	91714749	101	1	91401900	174	113	103	0	2019-12-23 19:05:39	8124	0	0	0	48214	91714749	42016331	2221	91401900	16	PAY	\N	\N	539	12411568	1	8124	INCOME
91825037	91825037	101	1	90953225	174	113	103	0	2019-12-30 09:25:32	82	0	0	0	251522	91825037	41801951	197168	90953225	32	PAY	\N	\N	540	12480545	1	82	INCOME
91848735	91848735	101	1	91594295	174	113	103	0	2019-12-31 09:49:49	241	0	0	0	6879	91848735	42115399	5727	91594295	32	PAY	\N	\N	530	12502373	1	241	INCOME
92550540	92550540	101	1	92120956	174	113	103	0	2020-01-28 15:18:16	13257	0	0	0	48214	92550540	42372058	2221	92120956	32	PAY	\N	\N	521	12813594	1	13257	INCOME
92558059	92558059	101	1	91679380	174	113	103	0	2020-01-29 10:30:31	480	0	0	0	251522	92558059	42158856	197168	91679380	32	PAY	\N	\N	540	12819969	1	480	INCOME
92618635	92618635	101	1	92325853	174	113	103	0	2020-02-03 09:42:15	400	0	0	0	6879	92618635	42482540	5727	92325853	32	PAY	\N	\N	530	12854827	1	400	INCOME
92857035	92857035	101	1	92309468	174	113	103	0	2020-02-12 11:16:23	3.78	0	0	0	251522	92857035	42478467	197168	92309468	32	PAY	\N	\N	521	12948075	1	3.78	INCOME
92857213	92857213	101	1	92309479	174	113	103	0	2020-02-12 11:19:02	1.77	0	0	0	251522	92857213	42478471	197168	92309479	32	PAY	\N	\N	521	12948172	1	1.77	INCOME
